epoch,accuracy,loss,val_accuracy,val_loss
0,0.6597275733947754,0.6179818511009216,0.8650465607643127,0.5241580605506897
1,0.6642094850540161,0.614432156085968,0.8893485069274902,0.4684950113296509
2,0.663206934928894,0.6123583316802979,0.6571871638298035,0.6101813912391663
3,0.6635607481002808,0.6124218702316284,0.8934850096702576,0.4764660596847534
4,0.6626172065734863,0.6111491322517395,0.8955532312393188,0.4705056846141815
5,0.6688683032989502,0.6086852550506592,0.8908997178077698,0.47267088294029236
6,0.6692811250686646,0.6075888276100159,0.8867631554603577,0.4879648983478546
